account_id,match_id,assists,deaths,denies,gold_per_min,gold_spent,hero_damage,hero_healing,hero_id,kills,last_hits,leaver_status,level,player_slot,stuns,unit_order_buyback,unit_order_move_to_position,unit_order_purchase_item,won,xp_per_min
0,8,9,13,7,303,8570,8786,3375,30,3,24,0,15,4,40.7271,,3071,33,FALSE,394
0,8,11,3,0,461,14295,8562,405,71,9,52,0,17,128,73.4949,,2231,28,TRUE,476
46,8,8,2,3,588,19225,16569,0,93,17,113,0,20,129,7.84124,,1822,31,TRUE,686
47,8,11,4,5,604,14520,20864,0,46,15,103,0,21,130,0,,3874,25,TRUE,733
0,8,7,4,7,545,16120,8920,0,18,4,204,0,17,131,25.7897,,2116,21,TRUE,500
48,8,13,5,3,439,11995,10620,0,39,5,69,0,16,132,0,,1444,20,TRUE,405
0,9,11,8,5,309,13765,10240,2035,58,8,54,0,20,0,0,,5003,32,FALSE,465
0,9,4,17,7,221,7300,3368,0,28,5,48,0,15,1,31.742,,2875,15,FALSE,244
0,9,14,12,21,395,18675,15172,0,44,12,195,0,20,2,6.22168,,4636,30,FALSE,437
0,9,15,14,3,232,8980,9757,325,86,4,42,0,16,3,89.6253,,2628,22,FALSE,281
0,9,20,7,8,393,14345,20021,0,39,8,180,0,24,4,0,1,4077,25,FALSE,615
49,9,25,5,0,500,18175,15487,3097,36,16,187,0,25,128,23.0754,,3146,23,TRUE,659
50,9,23,6,12,404,16475,17446,0,26,11,47,0,24,129,101.144,,5483,32,TRUE,615
51,9,18,12,7,356,14135,16312,0,74,9,63,0,19,130,61.316,,4172,24,TRUE,395
52,9,14,3,6,651,28675,21432,0,48,15,358,0,25,131,13.2654,,3110,32,TRUE,658
0,9,18,14,3,332,10175,11241,0,14,6,77,0,19,132,31.0308,1,5158,35,TRUE,399
0,10,6,2,14,398,7560,6450,0,35,4,85,0,13,0,0.133262,,3231,15,TRUE,366
0,10,3,2,3,243,6355,1034,2344,50,0,7,0,11,1,0,,2909,26,TRUE,274
53,10,3,1,11,917,17325,26143,0,44,24,224,0,20,2,13.5644,,3312,23,TRUE,871
54,10,2,4,0,533,13040,2709,421,69,3,114,0,14,3,0.0333154,,1541,25,TRUE,402
55,10,14,4,1,415,10925,8670,213,29,1,52,0,16,4,27.8605,,9497,34,TRUE,570
56,10,3,10,0,205,3500,4862,0,14,3,13,0,9,128,17.2961,,3303,13,FALSE,198
57,10,4,7,0,225,5550,5451,0,103,2,19,0,9,129,49.0547,,10359,28,FALSE,205
58,10,3,6,6,386,7000,9289,0,72,5,119,0,14,130,8.33132,,2488,20,FALSE,449
59,10,2,5,1,220,5245,4187,0,56,2,24,0,11,131,0,,1327,15,FALSE,271
60,10,4,7,0,211,4105,7897,0,30,1,25,0,9,132,50.7206,,2751,17,FALSE,198
0,11,19,8,5,581,25545,18083,0,94,7,427,0,25,0,32.6871,1,8042,31,FALSE,593
0,11,13,13,8,339,17525,5810,0,28,3,170,0,22,1,43.2995,,4551,35,FALSE,462
0,11,14,8,2,307,11410,6753,0,3,4,25,0,23,2,145.831,1,3751,30,FALSE,517
0,11,7,11,8,597,26930,21868,0,11,21,309,0,25,3,0.100303,1,4380,45,FALSE,597
61,11,11,9,0,310,12075,4001,2982,50,5,54,0,21,4,1.53857,,4637,58,FALSE,430
62,11,22,7,8,423,17210,23286,0,40,11,160,0,22,128,0,,6140,48,TRUE,469
63,11,17,11,6,564,24220,20613,1382,75,15,236,0,25,129,0,,4354,47,TRUE,601
0,11,8,3,8,603,28215,21795,0,46,14,364,0,25,130,0,1,6908,28,TRUE,599
64,11,15,9,4,448,16025,15146,0,96,8,163,0,25,131,48.3387,,5945,28,TRUE,592
65,11,10,12,1,423,18975,5272,0,104,0,286,0,21,132,0,,3027,30,TRUE,426
66,12,14,13,4,554,26485,23671,0,93,18,348,0,25,0,44.2536,3,7634,48,FALSE,498
67,12,23,9,25,584,28935,26284,0,74,19,447,0,25,1,149.446,3,6896,34,FALSE,487
68,12,32,9,1,276,14735,22407,0,22,5,145,0,21,2,3.13357,,7126,44,FALSE,368
69,12,24,13,4,337,15755,16775,0,101,13,105,0,24,3,0,2,5121,50,FALSE,464
70,12,23,12,17,522,27280,12707,0,41,9,411,0,25,4,49.8266,2,6518,38,FALSE,494
71,12,6,13,0,419,23525,20213,0,105,15,233,0,23,128,29.2632,,5119,63,TRUE,414
0,12,11,12,5,453,21830,23446,0,21,12,212,0,25,129,73.4854,3,6800,38,TRUE,487
0,12,4,10,1,688,39915,20328,613,1,17,627,0,25,130,32.7706,1,4282,55,TRUE,487
72,12,9,27,1,362,24685,9870,0,7,4,134,0,22,131,89.807,2,5018,100,TRUE,403
73,12,16,13,4,422,23640,15999,0,18,7,160,0,25,132,53.1538,1,5460,42,TRUE,486
0,13,6,6,9,496,16720,5843,0,81,5,271,0,20,0,21.2435,,2139,27,TRUE,527
0,13,11,9,0,409,14230,12612,0,100,8,81,0,17,1,32.9661,,3409,39,TRUE,393
74,13,8,3,2,390,15705,11122,216,25,8,116,0,17,2,57.8512,,3991,42,TRUE,379
0,13,12,4,1,410,15735,8169,0,63,3,134,0,19,3,0,,2751,27,TRUE,502
0,13,4,3,4,416,13510,11532,0,32,10,91,0,20,4,2.60908,,3258,26,TRUE,524
75,13,6,5,2,340,11800,7503,0,6,4,131,0,16,128,0.200615,,2878,13,FALSE,338
76,13,5,4,17,376,14665,7619,240,60,7,192,0,18,129,1.80171,,3500,30,FALSE,429
0,13,8,9,1,267,8495,7039,0,74,5,63,0,15,130,25.0634,,4374,17,FALSE,300
0,13,12,13,3,274,8660,8914,0,7,3,73,0,16,131,98.7213,1,4512,46,FALSE,341
77,13,5,5,4,376,13835,9422,0,21,6,158,0,18,132,28.8984,,4402,28,FALSE,421
0,14,6,5,9,368,8740,8787,0,75,4,41,0,13,0,2.53271,,3619,34,TRUE,342
0,14,5,5,13,500,11785,5655,0,1,4,148,0,14,1,0.500513,,3286,23,TRUE,377
53,14,1,3,13,926,23190,25731,0,44,22,274,0,24,2,15.7347,,3493,36,TRUE,1102
0,14,12,4,2,427,9325,6092,0,7,3,58,0,14,3,36.6104,,2780,35,TRUE,372
78,14,7,4,4,512,10620,10271,0,28,8,92,0,16,4,46.3562,,2224,22,TRUE,522
79,14,2,11,3,304,5590,6205,0,100,2,75,0,14,128,21.6281,,2239,21,FALSE,366
80,14,4,11,0,354,6780,9329,0,22,5,29,0,16,129,1.30024,1,1828,15,FALSE,476
81,14,1,6,0,202,5725,8783,0,105,7,20,0,11,130,6.56506,,683,19,FALSE,216
0,14,1,7,4,265,4935,2586,0,32,2,48,0,13,131,0,,2868,15,FALSE,349
0,14,4,8,0,308,8070,3389,0,33,4,68,0,13,132,7.39868,,2536,14,FALSE,333
0,15,19,9,0,353,15300,10035,0,20,6,61,0,23,0,47.3095,1,6894,45,FALSE,534
82,15,15,12,1,507,20225,16019,0,104,16,247,0,25,1,0.668711,1,2697,18,FALSE,625
0,15,8,17,1,332,11540,9311,0,2,7,98,0,19,2,0,,2639,28,FALSE,384
83,15,20,13,1,384,12770,12985,0,93,7,128,0,24,3,0.200625,1,7366,32,FALSE,616
0,15,13,14,11,514,18820,26112,0,34,16,241,0,25,4,0,1,2346,20,FALSE,622
0,15,23,14,3,517,22425,25387,0,14,12,125,0,25,128,49.6025,,4489,38,TRUE,627
0,15,12,11,9,453,17185,15611,0,21,11,149,0,24,129,41.9745,1,5642,25,TRUE,582
76,15,20,8,6,500,18285,15626,0,47,14,149,0,25,130,0,1,3321,31,TRUE,626
0,15,28,9,0,459,18565,28241,0,22,13,117,0,24,131,3.60287,1,4048,28,TRUE,610
84,15,17,14,3,528,21175,15704,0,44,12,299,0,25,132,7.45933,1,3891,37,TRUE,627
0,16,11,15,1,412,16475,11004,0,2,8,257,0,22,0,0,1,3907,37,FALSE,463
0,16,18,4,5,353,16285,8208,0,86,2,143,0,22,1,76.9391,1,6530,45,FALSE,477
85,16,6,13,6,427,19170,17867,0,81,15,201,0,23,2,38.6888,,4156,42,FALSE,498
0,16,12,8,9,484,18880,21934,554,4,15,256,0,25,3,2.07393,1,4828,52,FALSE,586
0,16,10,9,1,354,14330,12417,0,14,9,117,0,22,4,32.5207,,6740,29,FALSE,469
86,16,24,8,4,789,30975,20456,0,73,12,402,0,25,128,38.743,,7689,31,TRUE,587
87,16,16,11,3,422,17485,10092,0,74,8,204,0,23,129,102.433,1,6585,41,TRUE,538
88,16,20,10,1,305,14720,7350,0,5,3,58,0,20,130,18.6478,,7572,39,TRUE,393
89,16,15,9,4,528,25600,21149,515,98,19,217,0,25,131,0,,4473,45,TRUE,585
90,16,17,13,1,348,13620,10043,0,68,3,107,0,19,132,26.7671,1,3291,29,TRUE,358
63,17,17,13,1,456,21260,15696,2678,62,9,111,0,24,0,2.20171,2,7294,50,TRUE,504
62,17,16,11,7,411,18275,14948,0,25,10,187,0,23,1,124.583,1,6561,45,TRUE,470
91,17,14,13,2,399,19815,17838,0,71,13,106,0,22,2,153.77,,3469,30,TRUE,420
0,17,18,12,4,462,23025,21210,0,72,13,269,0,23,3,19.0461,2,5970,45,TRUE,461
92,17,15,8,10,556,33240,19222,0,46,12,363,0,25,4,0.13375,,8194,38,TRUE,514
0,17,14,9,3,241,11905,4859,0,68,2,52,0,18,128,2.94336,,6884,32,FALSE,279
93,17,17,13,1,523,24700,22208,0,63,16,253,0,25,129,0.501514,1,6415,27,FALSE,511
0,17,19,15,10,382,19870,11004,0,74,6,203,0,24,130,69.7029,1,7028,49,FALSE,476
0,17,28,8,4,437,21470,30328,0,34,16,224,0,25,131,0,1,4232,28,FALSE,516
94,17,20,12,23,501,26185,17971,19,109,16,308,0,25,132,0,2,6341,32,FALSE,512
95,18,15,4,1,337,15325,10708,0,75,5,74,0,20,0,0,,2972,39,FALSE,463
96,18,4,7,2,230,8775,8058,0,68,3,77,0,14,1,3.74353,,3444,33,FALSE,243
97,18,10,6,3,545,20445,18214,0,46,13,341,0,23,2,0.100283,2,4458,32,FALSE,610
98,18,15,4,4,289,11180,12349,1449,107,6,91,0,17,3,110.199,,2808,30,FALSE,340
99,18,10,6,30,609,28045,24415,0,72,11,482,0,24,4,9.9841,,5594,45,FALSE,637
100,18,8,6,2,888,40450,12919,0,73,3,420,0,25,128,42.177,,4091,38,TRUE,698
0,18,11,12,1,315,9685,5639,154,100,5,50,0,17,129,34.8042,,5408,48,TRUE,348
101,18,8,3,2,579,24940,11516,0,93,7,365,0,25,130,0.167178,,5243,49,TRUE,691
102,18,10,9,4,330,12655,8887,0,9,4,83,0,17,131,49.2298,,3940,37,TRUE,354
103,18,9,8,6,529,24405,9770,0,61,8,291,0,21,132,0,,4926,44,TRUE,529
104,19,13,9,0,339,10415,3201,3179,36,4,54,0,14,0,2.77092,,3768,29,TRUE,293
105,19,8,7,54,536,16135,8693,0,76,5,189,0,18,1,46.4033,,3740,34,TRUE,500
106,19,11,5,9,320,10965,3785,0,7,1,57,0,14,2,41.7219,1,3731,32,TRUE,302
107,19,12,2,7,801,29150,27276,0,19,17,296,0,23,3,51.079,,8790,29,TRUE,759
108,19,10,5,3,362,9715,7805,7840,91,6,29,0,16,4,16.9054,1,4975,23,TRUE,393
109,19,12,11,0,218,6250,7665,0,51,0,48,0,12,128,26.2115,,6566,33,FALSE,230
110,19,4,3,28,766,26490,20585,0,93,22,299,0,25,129,0,1,3708,35,FALSE,876
111,19,5,7,3,242,8245,3136,0,34,0,128,1,11,130,0,,1573,18,FALSE,219
0,19,13,8,3,627,21365,12128,0,73,3,237,0,19,131,58.9848,1,4571,30,FALSE,520
0,19,8,6,0,246,8070,4508,2775,30,3,17,0,13,132,41.2861,,4199,45,FALSE,255
112,20,11,3,1,472,15100,11219,1159,71,9,73,0,19,0,110.162,,3908,28,TRUE,517
113,20,10,9,19,591,18845,20928,0,59,14,153,0,22,1,0,1,2800,34,TRUE,705
114,20,6,5,8,512,18275,7174,0,95,4,229,0,19,2,7.3844,,4195,32,TRUE,514
115,20,11,4,6,366,13225,8205,0,21,6,51,0,16,3,42.1866,,4009,25,TRUE,360
0,20,17,9,1,322,12090,6216,0,7,3,39,0,12,4,49.9467,,3414,37,TRUE,233
116,20,3,8,0,508,17665,6523,0,69,10,150,0,17,128,0.13375,,2757,27,FALSE,418
117,20,11,7,4,298,7625,9387,1086,31,4,24,0,18,129,0.800977,,3967,34,FALSE,464
118,20,10,13,7,385,9065,9510,0,39,7,137,0,17,130,0,1,2977,37,FALSE,443
119,20,8,7,25,443,14465,8011,0,8,3,239,0,20,131,0,,4568,32,FALSE,555
120,20,10,3,2,428,13935,9194,1705,55,6,199,0,18,132,12.0254,,6438,35,FALSE,458
116,21,18,6,4,600,13645,19217,0,106,11,146,0,20,0,0,,3194,29,TRUE,633
117,21,16,3,1,360,7445,7758,0,84,3,45,0,16,1,25.0869,,3082,31,TRUE,419
121,21,15,5,5,466,11905,12710,4456,102,9,96,0,17,2,0,,2532,27,TRUE,504
122,21,14,8,2,384,9560,5756,7408,50,3,43,0,15,3,5.50232,,2673,44,TRUE,383
123,21,12,3,10,665,15325,14663,0,1,12,229,0,19,4,7.11902,,4313,32,TRUE,583
124,21,8,9,7,314,8735,12453,0,21,3,101,0,14,128,63.1202,,4190,23,FALSE,321
125,21,5,9,0,383,10485,9485,0,2,7,136,0,17,129,0,1,3345,29,FALSE,489
126,21,13,10,2,306,8265,20435,0,22,4,78,0,14,130,5.21025,1,2244,30,FALSE,350
0,21,7,10,3,208,4885,8109,0,14,4,26,0,12,131,22.8659,1,3662,36,FALSE,244
0,21,4,4,3,481,15115,6469,728,42,4,191,0,18,132,32.1488,,4582,18,FALSE,541
0,22,26,5,0,372,11745,11975,0,9,3,95,0,20,0,70.7939,,2602,34,TRUE,470
127,22,30,6,4,413,14770,15073,0,7,5,135,0,22,1,134.108,,3738,33,TRUE,577
0,22,15,8,8,462,20855,18597,0,32,21,55,0,23,2,0,,4538,41,TRUE,607
40,22,22,7,4,525,21125,25226,0,93,12,207,0,25,3,0,,3847,44,TRUE,712
128,22,17,7,4,499,21405,16764,0,21,13,193,0,22,4,74.0079,,3397,38,TRUE,580
129,22,8,10,0,422,16795,19159,0,39,12,119,0,21,128,0.033418,1,5319,41,FALSE,538
0,22,10,9,1,314,11415,6957,0,69,2,107,0,16,129,0.133628,1,4620,46,FALSE,311
130,22,10,11,0,248,8380,8763,0,26,4,11,0,16,130,61.5619,1,3129,39,FALSE,310
131,22,11,13,5,416,14325,21434,0,78,8,193,0,22,131,67.3118,1,3445,33,FALSE,571
132,22,7,12,1,362,13080,8339,292,42,6,181,1,18,132,44.827,,4736,26,FALSE,405
133,23,22,6,3,420,17380,11916,0,68,7,57,0,18,0,53.6836,,5003,60,TRUE,397
0,23,16,13,6,498,20340,20080,0,100,12,155,0,21,1,62.1693,,3170,49,TRUE,506
134,23,14,10,7,426,14885,14572,0,47,6,130,0,19,2,0,,4475,42,TRUE,444
135,23,6,5,8,678,21925,11341,369,1,9,385,0,25,3,16.4213,,4849,38,TRUE,712
0,23,15,16,0,418,14220,9927,878,62,8,28,0,17,4,1.90222,,2588,40,TRUE,336
40,23,16,2,14,438,19335,14168,2467,42,10,216,0,20,128,61.6239,,3582,33,FALSE,500
136,23,19,8,0,310,13145,15397,655,3,15,18,0,17,129,83.8035,,4170,42,FALSE,349
137,23,11,13,6,337,12730,15348,0,59,8,115,0,18,130,0,1,3834,35,FALSE,395
0,23,32,12,1,329,13200,22321,0,22,5,123,0,18,131,1.90147,1,3513,38,FALSE,401
138,23,14,7,3,338,11935,12441,0,21,11,88,0,18,132,74.5566,1,3237,42,FALSE,376
139,24,23,8,2,297,12485,8100,1076,87,5,52,0,19,0,0,,3015,52,FALSE,397
140,24,18,11,5,384,15120,25765,0,39,13,144,0,20,1,0,,3169,32,FALSE,434
141,24,27,12,5,286,11325,9201,1077,85,4,86,0,18,2,0,,1668,29,FALSE,356
142,24,13,8,16,377,14205,15232,0,74,10,154,0,21,3,86.4473,2,5960,36,FALSE,466
143,24,7,11,6,417,17845,9998,0,62,8,139,0,20,4,1.80269,,4788,37,FALSE,421
0,24,22,9,5,629,22070,17141,0,109,13,349,0,24,128,0,,3671,38,TRUE,604
144,24,25,4,1,374,15590,16041,0,7,7,54,0,21,129,118.965,,5060,34,TRUE,482
145,24,16,12,1,439,15890,17796,395,98,11,209,0,20,130,0,,5551,36,TRUE,454
146,24,15,6,4,487,20320,23708,0,75,14,141,0,24,131,0,1,5232,39,TRUE,612
147,24,19,13,2,288,8655,8568,0,26,5,45,0,17,132,65.5966,,4052,45,TRUE,312
0,25,4,8,9,478,15255,14107,0,21,15,114,0,19,0,51.1128,1,3606,29,TRUE,498
148,25,11,7,5,436,11760,11054,0,23,4,104,0,19,1,53.6912,,4218,42,TRUE,473
149,25,12,3,13,528,15800,11185,108,109,2,260,0,20,2,0,1,3531,26,TRUE,521
0,25,15,11,6,283,7295,5472,0,43,1,36,0,13,3,0,,2814,33,TRUE,246
0,25,12,3,0,607,18375,17406,0,104,12,200,0,25,4,19.9909,,3251,22,TRUE,809
150,25,12,9,3,214,7620,7289,0,87,5,14,0,12,128,0,,3749,42,FALSE,213
0,25,9,7,8,527,18865,19170,0,72,11,256,0,21,129,44.1858,,3989,26,FALSE,569
151,25,9,8,5,298,9080,10664,0,106,6,133,0,17,130,0,1,6029,27,FALSE,401
0,25,13,3,1,314,11085,9785,7512,102,8,59,0,21,131,0,1,3484,40,FALSE,587
0,25,2,7,14,392,12500,3129,105,1,2,282,0,18,132,0.167432,1,2940,28,FALSE,446
0,26,4,1,0,412,8215,5228,0,32,3,45,0,11,0,0,,2846,23,TRUE,265
0,26,4,0,0,520,13110,4991,177,70,5,76,0,15,1,0,,2266,24,TRUE,508
0,26,11,6,7,498,11895,5934,1194,36,5,76,0,13,2,6.16498,,2183,30,TRUE,375
152,26,5,0,7,668,15375,14731,0,46,11,104,0,16,3,0,,3473,14,TRUE,560
0,26,9,2,14,642,13415,10067,0,11,4,168,0,16,4,0,,2935,30,TRUE,584
0,26,4,5,2,398,10470,6405,96,69,4,75,0,13,128,4.59896,,2151,31,FALSE,402
153,26,1,5,16,361,7635,5200,0,74,2,102,0,13,129,6.63171,,2753,22,FALSE,409
0,26,1,9,0,158,2885,3517,0,90,1,22,0,8,130,9.63098,,2528,22,FALSE,140
40,26,1,5,4,269,7410,2622,0,44,1,80,0,11,131,0,,1722,17,FALSE,284
154,26,1,5,6,191,3565,7234,0,98,1,37,0,9,132,0,,2390,21,FALSE,193
40,27,8,10,1,287,8790,6467,1178,102,3,32,0,13,0,0,,2210,43,FALSE,292
0,27,7,12,2,471,13960,18369,0,104,12,90,0,20,1,0,1,2705,31,FALSE,606
155,27,6,9,3,386,11385,5908,152,77,3,147,0,17,2,0,1,1950,29,FALSE,451
0,27,8,12,1,374,8890,10934,0,28,6,68,0,16,3,92.1586,1,3088,21,FALSE,428
0,27,7,8,3,412,12750,8024,0,53,1,177,0,16,4,0,,2091,30,FALSE,412
0,27,15,5,3,735,24255,27035,0,106,18,262,0,25,128,0,2,3172,38,TRUE,918
