account_id,match_id,assists,deaths,denies,gold_per_min,gold_spent,hero_damage,hero_healing,hero_id,kills,last_hits,leaver_status,level,player_slot,stuns,unit_order_buyback,unit_order_move_to_position,unit_order_purchase_item,won,xp_per_min
6718,1529,10,11,7,260,12275,7202,0,5,4,44,0,16,131,7.15156,,5534,39,FALSE,305
6721,1529,6,10,4,689,29115,26521,555,54,23,258,0,25,132,17.1262,1,3916,40,FALSE,653
5310,1530,4,4,13,397,12110,8303,0,21,5,104,0,13,0,26.4602,2,2385,25,FALSE,391
831,1530,3,4,17,455,10460,8835,0,8,5,140,0,14,1,0,,3134,32,FALSE,460
7831,1530,2,6,4,180,2825,2101,0,86,0,23,0,8,2,19.0287,1,2770,24,FALSE,158
7832,1530,5,5,5,237,5675,3052,52,100,1,36,0,9,3,20.0951,,3252,26,FALSE,206
7833,1530,4,4,0,178,4150,2370,0,62,0,15,0,7,4,0.8,,3251,25,FALSE,122
834,1530,10,3,5,337,7475,1992,3364,50,0,31,0,11,128,0,,3273,30,TRUE,270
0,1530,3,0,14,677,15020,12406,0,59,11,173,0,15,129,0,,2729,22,TRUE,502
7834,1530,8,2,6,463,12030,6084,0,7,3,95,0,13,130,39.1241,,3887,22,TRUE,400
7835,1530,6,2,0,375,8030,3518,0,112,3,28,0,11,131,24.3607,,3422,27,TRUE,276
3574,1530,6,4,13,594,8235,8444,0,11,5,142,0,15,132,0,,3976,26,TRUE,542
7836,1531,15,7,1,479,13870,12237,0,78,12,146,0,20,0,54.4213,1,3784,27,TRUE,541
7837,1531,9,5,20,474,17500,11042,0,32,10,132,0,18,1,9.59282,,4774,29,TRUE,458
7838,1531,11,9,1,323,10375,6299,1721,5,6,27,0,14,2,2.40065,,3727,28,TRUE,272
6818,1531,20,5,2,471,17360,15141,0,104,4,183,0,19,3,0,1,4820,36,TRUE,513
6819,1531,16,4,2,430,14800,14301,5759,30,9,95,0,17,4,44.0857,,5329,42,TRUE,435
5390,1531,13,7,3,278,9080,8987,0,112,3,61,0,14,128,26.3605,,6763,31,FALSE,283
5391,1531,17,6,3,354,11290,9450,236,44,4,125,0,18,129,2.80974,1,4281,37,FALSE,463
5394,1531,5,10,17,389,11340,16353,0,74,11,109,0,17,130,60.5012,1,3478,31,FALSE,409
5393,1531,8,10,0,223,6920,6132,0,25,3,25,0,11,131,25.2586,,4832,32,FALSE,177
5392,1531,14,8,5,332,12905,15081,0,51,5,62,0,16,132,40.8949,,5481,38,FALSE,369
0,1532,14,6,3,543,21105,17641,0,51,12,195,0,23,0,59.5844,1,5202,38,TRUE,588
0,1532,3,2,1,413,11400,4924,80,54,5,188,2,20,1,0,,1303,19,TRUE,448
0,1532,8,2,2,492,24125,10637,0,14,14,76,0,21,2,43.533,,3979,34,TRUE,527
0,1532,15,4,4,781,37115,18177,0,48,11,367,0,25,3,15.9873,,7088,49,TRUE,682
0,1532,17,3,16,424,17280,4487,3360,57,1,116,0,22,4,0,,4991,46,TRUE,543
0,1532,5,1,9,535,25135,8274,268,1,4,448,0,25,128,0.400884,,4293,35,FALSE,679
0,1532,3,13,0,299,10750,7936,0,2,2,227,0,16,129,0,,2182,23,FALSE,317
0,1532,6,7,15,165,6750,3874,0,79,0,16,0,13,130,32.7803,,2714,28,FALSE,210
7839,1532,4,9,0,411,15215,9778,0,61,6,271,0,22,131,0,1,4911,33,FALSE,540
7840,1532,2,13,15,355,14445,7008,0,25,3,195,0,19,132,67.4091,,6380,29,FALSE,419
0,1533,12,8,8,480,18300,15530,0,11,14,152,0,21,0,0,,4578,36,TRUE,561
0,1533,19,10,2,342,11040,8330,0,7,2,92,0,17,1,79.8058,,4154,41,TRUE,371
0,1533,21,12,0,400,15270,16944,1933,30,13,66,0,20,2,55.7893,,4362,34,TRUE,492
0,1533,20,6,2,540,22745,24165,0,21,18,149,0,25,3,52.8375,,3123,36,TRUE,727
7841,1533,23,9,1,359,12260,12112,0,74,7,46,0,20,4,47.2135,,5220,36,TRUE,473
0,1533,10,13,1,388,14340,14422,0,52,5,93,0,20,128,75.274,,4002,29,FALSE,507
5584,1533,1,5,0,116,1150,391,0,8,0,8,2,3,129,0,,712,6,FALSE,15
0,1533,7,12,2,443,16095,30013,0,31,22,50,0,20,130,1.40195,1,3608,52,FALSE,502
7842,1533,10,11,18,312,11245,8792,578,92,3,117,0,18,131,22.2241,,4247,31,FALSE,397
0,1533,6,15,2,407,13320,19413,0,76,14,87,0,20,132,50.6235,1,3883,31,FALSE,500
7843,1534,4,1,3,728,18350,8682,0,95,9,176,0,19,0,4.66553,1,3132,22,TRUE,750
0,1534,13,7,3,516,9950,13819,0,75,13,21,0,13,1,0,1,2424,31,TRUE,350
0,1534,8,1,11,583,13565,8415,0,48,5,141,0,16,2,6.96523,,2419,24,TRUE,508
7844,1534,12,2,4,748,17410,19700,0,46,14,114,0,21,3,0,,3184,28,TRUE,886
7845,1534,16,3,2,554,13950,13878,0,63,11,74,0,16,4,0,,1925,29,TRUE,546
0,1534,3,13,3,263,5695,4267,0,93,2,37,0,11,128,0,,2186,17,FALSE,289
0,1534,8,8,9,465,10325,9795,0,74,3,85,0,17,129,26.9601,2,3948,29,FALSE,600
7846,1534,1,6,2,379,9440,5920,625,98,5,70,0,14,130,0,,3094,26,FALSE,421
0,1534,5,10,0,369,6425,6059,0,80,2,95,0,14,131,0,1,1565,15,FALSE,393
0,1534,1,18,0,204,2450,2362,0,5,1,12,4,8,132,1.16659,1,1894,18,FALSE,160
0,1535,8,11,16,344,11195,11174,0,21,8,108,0,17,0,48.7183,1,5390,35,FALSE,363
7847,1535,12,12,5,222,5505,9155,0,96,3,72,0,14,1,57.1965,1,3752,17,FALSE,241
7848,1535,14,9,6,323,13255,17222,0,13,6,135,0,18,2,74.0892,,3960,26,FALSE,422
7849,1535,8,8,6,386,15820,11139,0,35,6,177,0,18,3,0.333765,,3739,31,FALSE,401
0,1535,9,9,3,226,7690,8245,565,40,4,53,0,13,4,0,,3312,37,FALSE,224
0,1535,11,9,18,566,20680,15580,0,11,12,238,0,23,128,0,1,4135,39,TRUE,640
7850,1535,10,5,4,491,16060,18286,0,81,16,132,0,22,129,35.1465,,3975,32,TRUE,572
6898,1535,22,6,4,447,17700,13103,0,20,7,147,0,21,130,43.8708,,4384,40,TRUE,554
6899,1535,15,6,1,353,11580,6140,9010,50,3,69,0,18,131,0,,3921,47,TRUE,394
0,1535,10,2,7,409,14875,11349,2960,37,10,111,0,19,132,15.451,,2425,28,TRUE,450
7851,1536,1,8,13,453,14400,9107,175,1,9,256,0,19,0,0.499878,1,3571,31,FALSE,523
7852,1536,7,8,0,160,5045,758,1271,91,0,7,0,11,1,0,,1840,16,FALSE,170
0,1536,7,5,18,468,16605,14427,0,11,6,244,0,20,2,0,,3845,29,FALSE,554
0,1536,6,10,1,207,6625,3525,2116,42,1,53,0,13,3,49.132,,3744,13,FALSE,253
7853,1536,6,4,13,306,10755,10344,0,68,2,75,0,15,4,24.8523,,3355,25,FALSE,318
4722,1536,13,4,1,490,17165,7992,930,69,4,145,0,17,128,1.00064,,2598,29,TRUE,429
7854,1536,13,5,0,376,12440,8700,0,64,5,64,0,17,129,27.7303,,4890,33,TRUE,409
0,1536,10,3,13,518,17705,10759,0,72,6,222,0,20,130,15.7021,,3258,31,TRUE,534
0,1536,14,6,3,408,14795,8933,0,99,5,97,0,18,131,0,,3326,37,TRUE,467
7855,1536,9,1,11,602,20810,29189,0,46,15,183,0,22,132,0,,4626,26,TRUE,683
7856,1537,5,4,1,498,9080,4741,0,69,0,84,0,12,0,0.133262,,3925,26,TRUE,362
7857,1537,6,5,3,371,8355,4968,0,26,3,17,0,11,1,32.0918,,3168,27,TRUE,252
7858,1537,3,0,3,625,13425,7325,119,54,5,142,0,16,2,4.29888,,1691,21,TRUE,563
7859,1537,2,1,4,608,10635,11606,0,56,9,107,0,14,3,0,,2589,24,TRUE,452
7072,1537,5,2,9,612,9700,10094,0,46,9,97,0,15,4,0,,2387,34,TRUE,500
0,1537,1,2,21,336,9375,3685,0,1,4,106,0,11,128,0,,7537,24,FALSE,272
0,1537,5,7,1,208,3535,4775,0,14,2,10,0,10,129,14.1634,,2431,21,FALSE,239
7860,1537,2,4,0,196,3655,3019,0,99,1,15,0,11,130,0,,3836,15,FALSE,249
7861,1537,2,8,14,269,4135,3561,0,11,2,68,1,11,131,0,,2135,16,FALSE,263
7862,1537,8,5,2,213,3760,2997,0,30,1,11,0,8,132,21.6947,,2288,19,FALSE,164
6342,1538,2,10,1,248,5915,5262,0,14,2,61,0,11,0,12.5668,,4204,27,FALSE,232
4510,1538,3,5,8,347,9250,12920,0,21,7,97,0,13,1,36.9022,,2923,23,FALSE,311
3979,1538,3,8,8,380,10070,6247,0,74,2,128,0,15,2,7.5498,,2329,26,FALSE,428
5738,1538,4,6,15,397,10725,7645,0,8,1,189,0,15,3,0,,2862,34,FALSE,417
5739,1538,1,4,3,143,3765,4010,0,68,0,18,0,8,4,2.00684,,3349,16,FALSE,149
7863,1538,12,0,14,781,22240,22999,0,19,17,206,0,19,128,26.9999,,4714,28,TRUE,658
7864,1538,13,1,4,441,10300,4661,6326,91,7,17,0,15,129,2.50854,,5025,27,TRUE,435
6565,1538,5,6,3,367,9245,3036,4586,50,3,48,0,12,130,0,,3757,40,TRUE,296
0,1538,4,3,1,468,13255,6719,0,98,5,99,0,14,131,0,,3103,28,TRUE,390
4695,1538,11,3,8,494,13615,7466,0,67,0,160,0,16,132,0,,2824,29,TRUE,472
0,1539,21,14,3,408,11945,27362,0,22,8,78,0,19,0,2.50171,,3400,21,TRUE,469
0,1539,6,12,3,508,19520,15870,0,28,19,77,0,22,1,130.686,,5735,29,TRUE,632
0,1539,8,10,5,398,15845,9854,0,9,6,102,0,18,2,31.7103,,3385,36,TRUE,429
7865,1539,8,7,13,280,10670,5200,4424,50,3,23,0,14,3,0,,5314,46,TRUE,261
7866,1539,8,4,1,689,29170,9228,0,53,5,363,0,22,4,0,,2373,33,TRUE,619
0,1539,12,8,9,330,10900,8107,5772,30,5,99,0,18,128,31.9366,,4141,37,FALSE,432
7867,1539,11,9,6,405,14510,22055,0,32,18,76,0,20,129,21.5344,1,3992,32,FALSE,517
7868,1539,6,5,2,425,16185,10044,0,12,10,182,0,20,130,0,,4840,35,FALSE,530
0,1539,20,9,0,299,11640,12567,0,7,6,56,0,18,131,71.8874,,4038,31,FALSE,396
0,1539,21,10,5,395,15140,18243,0,74,8,122,0,19,132,35.4105,,5030,26,FALSE,469
7869,1540,7,5,0,395,18800,8532,2701,58,4,202,0,23,0,7.52563,,4354,39,TRUE,515
0,1540,9,11,4,378,20830,10895,0,21,8,149,0,22,1,61.7482,,5531,45,TRUE,465
0,1540,9,10,0,544,23165,19641,0,8,13,384,0,25,2,0,1,2527,43,TRUE,573
3898,1540,27,9,9,318,10460,9400,2310,36,3,94,0,20,3,8.64796,,6326,48,TRUE,402
3897,1540,9,7,5,519,29100,31652,3302,66,28,140,0,25,4,0,,7103,41,TRUE,589
0,1540,19,16,3,298,14380,14524,247,17,7,49,0,21,128,33.1267,,5750,31,FALSE,408
0,1540,7,19,3,352,13345,12078,0,109,6,206,0,20,129,0,1,4616,36,FALSE,393
7870,1540,13,7,8,286,14015,15241,931,30,11,31,0,19,130,54.276,,7095,41,FALSE,342
7871,1540,10,8,3,431,20180,20500,0,63,14,181,0,25,131,0,,4819,35,FALSE,573
0,1540,12,6,0,431,22520,11661,0,23,4,302,0,25,132,43.0618,,7695,37,FALSE,582
0,1541,20,5,1,481,13000,15284,846,85,14,39,0,16,0,0,,3135,37,TRUE,519
0,1541,21,6,0,465,12795,12821,0,29,8,59,0,16,1,32.792,,2287,36,TRUE,505
0,1541,6,4,2,563,10740,10926,0,104,12,130,0,17,2,0,,2267,21,TRUE,532
7872,1541,15,5,4,392,7010,11251,0,84,6,37,0,15,3,27.8396,,3164,27,TRUE,434
0,1541,10,5,1,383,7765,7211,0,21,4,78,0,13,4,24.394,1,1620,30,TRUE,352
7873,1541,12,11,8,341,6540,5634,0,93,4,38,0,13,128,0,1,3684,19,FALSE,344
0,1541,6,11,0,249,5215,4169,0,59,2,28,0,11,129,0,,2575,9,FALSE,239
0,1541,10,6,0,355,9215,8764,0,9,6,32,0,15,130,40.5996,1,2572,45,FALSE,441
0,1541,7,9,8,542,13825,15735,0,19,8,153,0,17,131,26.592,,3685,30,FALSE,556
7874,1541,6,8,6,260,7240,5616,0,75,2,44,0,11,132,0,,2793,28,FALSE,260
7875,1542,4,6,3,440,13120,5371,0,21,7,106,0,17,0,17.3501,,4412,34,TRUE,397
7876,1542,9,5,4,698,24425,30093,0,93,21,182,0,25,1,2.80986,,5080,37,TRUE,832
7877,1542,11,4,0,331,11225,3660,5321,57,1,38,0,16,2,0,,3857,35,TRUE,367
7153,1542,10,8,8,530,15810,11550,0,39,4,210,0,20,3,15.0754,,3920,36,TRUE,546
7152,1542,14,8,0,397,11810,9404,0,40,4,101,0,16,4,2.50854,,2821,48,TRUE,352
0,1542,7,8,6,394,11805,11538,0,60,9,125,0,18,128,3.2683,,3328,27,FALSE,474
7878,1542,12,15,2,269,5715,10847,0,64,2,62,0,16,129,6.40356,1,2668,29,FALSE,347
7879,1542,8,6,11,582,18930,14169,0,11,8,318,0,23,130,0,1,4497,27,FALSE,735
0,1542,3,3,54,590,22565,10352,0,8,8,322,0,23,131,0.534746,,4282,37,FALSE,704
7880,1542,10,7,1,222,7815,5587,0,68,3,39,0,11,132,4.03235,,2265,35,FALSE,190
7881,1543,4,5,1,263,8960,8807,0,99,3,85,0,15,0,0,,3863,21,FALSE,369
7882,1543,1,4,3,278,3360,2896,0,93,3,85,0,13,1,0,,1244,10,FALSE,266
0,1543,9,8,1,377,10925,10227,0,5,4,93,0,17,2,1.13427,1,2483,27,FALSE,467
7883,1543,13,12,0,353,9920,14198,0,71,7,55,0,16,3,121.199,1,2065,27,FALSE,385
0,1543,10,12,4,448,12145,19854,0,39,11,171,0,20,4,0,1,2990,33,FALSE,597
5694,1543,11,7,0,377,14120,7181,6065,50,6,43,0,15,128,1.00342,,3869,51,TRUE,352
7884,1543,11,2,12,662,23560,12839,0,8,9,269,0,21,129,0,,3337,35,TRUE,688
7885,1543,8,8,3,466,12080,9524,0,9,10,82,0,18,130,39.0836,,2348,43,TRUE,489
7886,1543,12,5,9,516,15875,19643,0,34,10,143,0,20,131,0,,3142,21,TRUE,619
7887,1543,13,6,8,460,12885,11668,0,16,6,121,0,19,132,70.8462,,2101,28,TRUE,530
7888,1544,5,9,0,385,13810,9959,0,53,6,158,0,16,0,0,,2196,32,FALSE,359
7889,1544,1,12,1,295,9425,2833,0,1,0,159,0,16,1,0.500537,,3583,29,FALSE,346
7890,1544,5,10,3,323,9695,11462,0,101,8,49,0,16,2,0,,3517,30,FALSE,387
7891,1544,11,7,1,630,21600,16204,0,73,5,203,0,23,3,53.8236,1,4527,30,FALSE,712
7892,1544,6,6,1,328,10960,8057,1317,54,3,128,0,17,4,2.80977,,3095,19,FALSE,431
7893,1544,8,5,4,611,19415,21262,2316,36,15,222,0,22,128,12.9764,,1988,28,TRUE,663
6914,1544,7,10,1,512,15175,18748,0,104,15,90,0,21,129,0,,4891,29,TRUE,603
6915,1544,7,3,0,474,13930,6825,0,70,5,169,0,20,130,4.21475,,3571,28,TRUE,582
7894,1544,15,2,0,361,12110,6567,1609,3,2,47,0,18,131,87.1812,,4111,41,TRUE,444
7895,1544,11,3,11,627,22765,11869,0,106,5,337,0,22,132,0.234053,,3595,26,TRUE,686
7896,1545,13,9,3,330,11265,6694,0,26,5,50,0,18,0,64.4949,1,4307,33,TRUE,384
7897,1545,12,5,3,318,12090,7432,0,112,7,40,0,16,1,150.015,,5437,50,TRUE,307
7898,1545,15,5,32,566,23135,22356,0,39,11,299,0,24,2,0,1,4984,42,TRUE,679
0,1545,19,4,16,675,28290,28697,0,72,14,418,0,24,3,5.05064,,3966,34,TRUE,660
0,1545,19,1,7,453,19075,12235,3091,55,8,188,0,20,4,14.2683,,4685,38,TRUE,494
6665,1545,9,7,9,464,17710,18828,0,21,9,238,0,21,128,82.5009,2,4784,42,FALSE,538
6666,1545,17,14,1,260,9410,6067,1244,85,4,24,0,15,129,0,2,4187,38,FALSE,293
6667,1545,10,5,12,548,22165,16075,0,106,6,375,0,24,130,0,1,6168,32,FALSE,666
6668,1545,12,9,4,296,8950,10905,0,88,4,70,0,18,131,114.55,2,5428,33,FALSE,397
6669,1545,7,10,2,192,6040,3301,4183,50,1,45,0,12,132,0,1,7071,44,FALSE,191
7899,1546,15,8,0,298,9730,4702,0,5,4,10,0,14,0,1.86805,,2121,31,TRUE,304
0,1546,21,2,14,558,19030,13173,0,104,5,214,0,21,1,6.08396,,3724,28,TRUE,594
0,1546,18,8,2,432,7380,14909,1223,31,12,58,0,18,2,0.834326,,3527,27,TRUE,471
0,1546,11,2,0,629,22445,27880,0,32,30,111,0,22,3,10.8714,,4232,30,TRUE,675
0,1546,19,2,0,472,13800,15351,0,14,12,56,0,23,4,31.5738,,2971,14,TRUE,711
0,1546,11,21,0,276,7220,8420,0,7,2,28,0,14,128,84.4678,1,2983,30,FALSE,292
7900,1546,4,13,3,298,8875,6349,0,41,7,66,0,15,129,19.8432,,3152,20,FALSE,335
0,1546,8,12,0,267,6790,15501,0,51,5,42,0,13,130,26.0944,1,2408,20,FALSE,250
7901,1546,5,11,10,260,7455,9341,0,39,5,65,0,14,131,17.584,,3332,20,FALSE,297
7902,1546,6,7,1,226,5805,3930,0,92,1,41,0,13,132,31.4827,,2558,15,FALSE,258
7903,1547,22,3,23,623,19500,12600,0,1,4,241,0,21,0,4.27793,,4229,26,TRUE,729
7904,1547,18,9,1,389,12640,10621,1970,112,8,27,0,14,1,121.798,,4094,29,TRUE,350
7905,1547,12,3,7,755,27900,30437,0,11,25,187,0,23,2,40.3542,,4845,32,TRUE,860
7906,1547,9,7,2,380,11540,6872,0,27,5,28,0,13,3,17.4913,,4896,38,TRUE,306
0,1547,10,9,2,276,8240,3788,2557,50,1,6,0,11,4,0,,2893,38,TRUE,193
0,1547,13,13,0,314,6430,13815,0,100,7,32,0,15,128,54.1139,1,3364,37,FALSE,355
0,1547,5,13,0,275,5975,7702,0,2,4,87,0,13,129,0,1,2510,17,FALSE,275
0,1547,9,8,5,346,8715,10624,1656,42,5,111,0,16,130,49.9327,1,3607,23,FALSE,420
0,1547,4,6,4,490,13620,15536,0,56,12,171,0,19,131,0,1,3363,29,FALSE,611
0,1547,13,4,0,244,7090,8078,0,5,3,23,0,11,132,2.36732,,3613,36,FALSE,238
0,1548,11,6,0,507,21605,7272,0,49,7,219,0,24,0,46.1537,,5673,42,TRUE,629
0,1548,21,13,1,442,17505,17038,5476,36,12,109,0,21,1,17.5065,,4865,54,TRUE,503
0,1548,14,8,0,495,19040,10289,0,69,5,134,0,21,2,0.534145,,5349,23,TRUE,489
7907,1548,14,11,17,566,20400,21002,0,11,14,261,0,24,3,0.40123,,4411,33,TRUE,645
7908,1548,15,4,8,368,14845,8766,0,9,4,117,0,21,4,30.8602,,4266,32,TRUE,472
0,1548,15,7,6,336,13495,14161,0,21,8,103,0,20,128,61.4985,1,4652,38,FALSE,435
0,1548,11,7,1,344,14375,20123,1616,98,10,119,0,21,129,0,,5529,33,FALSE,471
0,1548,10,9,0,457,19220,15113,0,73,9,193,0,21,130,82.3422,,5352,29,FALSE,493
0,1548,10,8,6,498,21500,22503,0,19,11,309,0,24,131,40.6681,,6050,33,FALSE,624
0,1548,11,11,1,230,10025,6333,0,26,3,32,0,16,132,55.637,,3434,44,FALSE,282
0,1549,11,5,2,481,16655,14170,0,96,13,162,0,21,0,49.2355,2,4326,38,FALSE,572
7909,1549,5,9,1,202,5770,3550,0,86,0,59,0,12,1,22.5718,1,4105,42,FALSE,201
0,1549,12,10,1,239,9270,6352,1032,20,2,31,0,14,2,28.653,,4335,31,FALSE,257
7910,1549,13,4,1,439,16845,27799,0,22,12,93,0,20,3,0.285248,,5050,29,FALSE,519
7911,1549,8,7,34,568,19400,12101,89,1,5,360,0,22,4,0.601997,1,4815,32,FALSE,591
7912,1549,10,3,4,499,13100,8450,0,69,4,127,0,20,128,0.2675,,5617,31,TRUE,520
0,1549,9,9,12,567,20205,17605,0,74,13,170,0,22,129,60.3215,1,4345,29,TRUE,585
7913,1549,10,10,0,257,7580,3977,0,87,2,9,0,11,130,0,1,3346,35,TRUE,181
7914,1549,11,4,2,787,31225,12401,0,73,9,280,0,24,131,37.2906,1,4162,27,TRUE,713
7915,1549,9,7,1,356,10515,5790,0,32,6,63,0,17,132,0,1,5450,28,TRUE,382
0,1550,9,13,15,492,15575,26568,0,11,12,239,0,19,0,0,1,3588,39,FALSE,495
7916,1550,5,9,0,232,7720,3947,0,112,0,43,0,16,1,75.5288,,5045,37,FALSE,335
6956,1550,14,11,5,512,12475,30575,174,98,14,138,0,22,2,27.724,1,5662,32,FALSE,620
6957,1550,12,14,1,225,7745,7508,5164,30,0,38,0,13,3,55.8572,,3645,28,FALSE,231
0,1550,5,8,12,479,18025,15575,0,8,7,231,0,21,4,0,1,6473,35,FALSE,578
0,1550,20,9,12,494,17020,24025,0,93,13,159,0,22,128,0,1,4109,42,TRUE,640
0,1550,24,8,0,324,12380,5691,3179,85,3,49,0,14,129,0,,5011,46,TRUE,262
7917,1550,9,7,1,703,27950,22680,0,82,18,291,0,25,130,0,,4162,42,TRUE,773
6990,1550,9,7,0,328,12765,9539,0,75,8,55,0,16,131,7.52563,,5387,47,TRUE,321
6991,1550,16,4,7,572,23755,22408,0,63,12,180,0,21,132,0,,7070,41,TRUE,583
7918,1551,10,6,0,485,18625,8141,0,18,2,286,0,21,0,28.2429,,3663,34,TRUE,508
7919,1551,13,5,5,312,13725,4692,0,28,2,102,0,16,1,65.2798,,4606,55,TRUE,279
7920,1551,11,8,7,478,20010,13870,0,104,9,226,0,21,2,0,,3607,36,TRUE,516
7921,1551,10,2,15,460,20805,21504,0,21,12,140,0,23,3,67.0693,,4303,35,TRUE,573
7922,1551,12,6,9,469,21860,15061,5116,36,11,212,0,22,4,15.1619,,4323,37,TRUE,551
1365,1551,14,8,2,416,16400,14425,0,69,6,161,0,19,128,0.36769,,5105,39,FALSE,430
7923,1551,7,6,1,462,19550,12688,0,8,7,314,0,24,129,7.55977,1,6716,43,FALSE,635
7924,1551,4,10,7,389,15195,16121,0,25,12,162,0,19,130,94.3292,1,4743,31,FALSE,414
0,1551,11,6,2,264,9960,9284,0,68,0,95,0,16,131,4.80896,1,5777,36,FALSE,280
7925,1551,10,6,8,281,9630,4282,2909,50,0,123,0,18,132,0,1,4227,40,FALSE,387
7926,1552,21,12,7,472,15395,12100,0,53,5,267,0,20,0,0,2,9966,39,TRUE,420
7927,1552,23,7,12,401,16675,14928,1367,78,6,131,0,24,1,86.0745,,5403,32,TRUE,563
0,1552,17,11,9,322,13150,4697,0,86,1,78,0,20,2,58.0169,,4368,48,TRUE,425
7928,1552,21,6,15,545,22375,23620,0,9,14,235,0,25,3,58.4215,,6855,47,TRUE,608
7929,1552,11,9,10,548,23750,20425,0,44,18,297,0,25,4,20.2347,3,6244,33,TRUE,608
7930,1552,10,9,10,471,17505,14589,0,8,6,356,0,24,128,4.74965,2,4245,40,FALSE,562
7931,1552,14,8,2,374,15430,17843,1126,100,16,83,0,21,129,74.7501,1,2974,34,FALSE,462
0,1552,24,12,6,267,11575,15393,0,51,4,69,0,18,130,59.4717,1,4865,30,FALSE,332
0,1552,21,8,10,464,19510,20082,1164,15,12,261,0,23,131,0.167178,1,4758,42,FALSE,554
7932,1552,16,8,2,328,15230,10131,0,112,5,119,0,21,132,135.864,,5997,51,FALSE,457
0,1553,11,5,8,641,27750,13621,0,1,8,361,0,25,0,0.499902,,3456,35,TRUE,706
3276,1553,18,6,10,472,24020,16990,3254,36,14,163,0,21,1,16.0927,,4442,33,TRUE,504
0,1553,14,3,0,349,14940,6654,2921,102,6,69,0,19,2,0,,3789,36,TRUE,415
0,1553,13,10,3,397,17725,8382,0,69,4,103,0,18,3,0.200259,,3255,37,TRUE,373
6165,1553,13,2,1,305,14500,8965,0,26,5,18,0,18,4,59.5644,,3779,44,TRUE,365
7933,1553,5,9,39,399,14125,13605,410,4,7,209,0,21,128,0,1,6479,24,FALSE,515
7934,1553,6,5,1,180,6140,7382,0,75,1,35,0,12,129,0,,2421,35,FALSE,190
7935,1553,6,10,11,224,6000,3049,98,86,3,50,0,15,130,42.493,1,5030,38,FALSE,261
7936,1553,6,6,12,291,12980,9061,0,39,2,144,0,17,131,0,,4026,33,FALSE,345
7937,1553,4,7,4,437,15685,20481,0,21,13,202,0,22,132,100.755,1,4108,32,FALSE,559
0,1554,8,5,4,521,20770,15097,0,8,10,195,0,21,0,1.40488,,5937,34,TRUE,573
0,1554,13,8,7,806,28370,8707,0,73,2,354,0,23,1,31.2278,1,4895,33,TRUE,668
7938,1554,12,4,11,544,21470,17260,0,39,12,201,0,23,2,24.4463,,4248,31,TRUE,675
0,1554,7,8,4,326,11675,6869,0,14,5,41,0,15,3,21.7706,,3291,34,TRUE,312
0,1554,4,3,1,474,17800,6596,0,104,5,227,0,20,4,0,,3038,27,TRUE,517
4345,1554,10,2,11,439,16415,12238,197,80,4,192,0,19,128,5.9541,,7919,30,FALSE,484
0,1554,6,8,10,252,10890,6304,0,68,3,25,0,14,129,5.56531,,5616,44,FALSE,272
0,1554,4,11,8,561,19615,22589,0,72,13,266,0,21,130,24.499,1,3145,39,FALSE,572
0,1554,3,8,6,404,10955,5831,0,6,4,199,0,18,131,0,1,3337,28,FALSE,438
0,1554,3,7,1,242,8140,3567,3823,111,3,29,0,14,132,0,1,4178,40,FALSE,249
3317,1555,20,6,5,311,11875,13663,0,31,6,33,0,17,0,10.9352,,3413,46,TRUE,392
0,1555,23,2,5,597,20340,10907,0,67,7,253,0,22,1,0,,3071,34,TRUE,638
0,1555,14,4,0,369,9275,11824,0,14,10,49,0,18,2,34.0023,,2870,22,TRUE,429
4715,1555,16,2,2,522,16825,15098,1908,29,15,152,0,23,3,49.1665,,5137,29,TRUE,694
7124,1555,24,9,5,293,9825,8467,0,64,5,29,0,15,4,58.6801,,2700,29,TRUE,316
0,1555,4,8,3,321,10190,13655,0,100,11,80,0,16,128,44.0457,,4569,23,FALSE,340
0,1555,4,10,1,289,7625,6948,0,2,2,140,0,16,129,0,,2741,20,FALSE,364
7939,1555,5,13,9,229,6660,9230,0,75,1,71,0,14,130,0,,1781,33,FALSE,266
4067,1555,2,6,4,352,11335,8267,0,48,4,209,0,18,131,7.67842,,4942,23,FALSE,455
7940,1555,5,8,5,258,9670,8720,1164,102,4,79,0,15,132,0,,4457,37,FALSE,312
7941,1556,4,8,3,314,9080,8578,23,21,6,69,0,14,0,27.8818,,2821,28,FALSE,336
0,1556,11,7,3,299,8300,13554,1765,110,4,56,0,14,1,15.7961,,2227,23,FALSE,332
5316,1556,11,9,3,358,8675,13247,1654,36,6,69,0,15,2,17.0733,,3174,20,FALSE,396
7942,1556,10,8,0,426,14975,7711,0,73,3,117,0,16,3,14.9716,,3471,27,FALSE,446
7943,1556,8,10,3,230,6000,7007,0,112,3,20,0,11,4,54.9269,,2335,38,FALSE,240
0,1556,9,8,1,336,8895,9473,773,107,5,41,0,13,128,52.0039,,2863,32,TRUE,321
7944,1556,3,7,0,314,7120,2743,4950,57,2,38,0,13,129,0,,3547,42,TRUE,288
7945,1556,6,2,22,835,25135,29237,0,11,19,290,0,23,130,0,,3975,33,TRUE,904
7946,1556,9,3,0,471,11395,9838,0,2,9,93,0,18,131,0,,2413,15,TRUE,539
0,1556,13,5,2,434,11600,11761,0,44,5,101,0,15,132,9.53606,1,1633,22,TRUE,384
